frequency_hz,frequency_mhz,depth_m,depth_mm,path_loss_db,snr_db,tissue_model
1106122448.9795918,1106.1224489795918,0.02,20.0,5.6377201957723315,101.53532833741923,skin+fat+muscle+bone
1165306122.4489796,1165.3061224489795,0.02,20.0,6.172800004250421,100.93873679422535,skin+fat+muscle+bone
1224489795.9183674,1224.4897959183675,0.02,20.0,6.685497638882551,100.36447076812613,skin+fat+muscle+bone
1283673469.3877552,1283.6734693877552,0.02,20.0,7.177945239523311,99.81039084958192,skin+fat+muscle+bone
1342857142.857143,1342.857142857143,0.02,20.0,7.651985836773806,99.27464805110614,skin+fat+muscle+bone
1402040816.3265307,1402.0408163265306,0.02,20.0,8.109223393494887,98.75563347176306,skin+fat+muscle+bone
1461224489.7959185,1461.2244897959185,0.02,20.0,8.551062465388807,98.25193841769533,skin+fat+muscle+bone
1520408163.265306,1520.408163265306,0.02,20.0,8.978739962503587,97.76232247547019,skin+fat+muscle+bone
1579591836.7346938,1579.5918367346937,0.02,20.0,9.393350827657152,97.28568770753171,skin+fat+muscle+bone
1638775510.2040815,1638.7755102040815,0.02,20.0,9.795868978580422,96.82105761265807,skin+fat+muscle+bone
1697959183.6734693,1697.9591836734694,0.02,20.0,10.18716452501473,96.36755983286918,skin+fat+muscle+bone
1757142857.142857,1757.142857142857,0.02,20.0,10.568018028717617,95.92441183356048,skin+fat+muscle+bone
1816326530.6122448,1816.3265306122448,0.02,20.0,10.939132395726528,95.49090896366991,skin+fat+muscle+bone
1875510204.0816326,1875.5102040816325,0.02,20.0,11.301142857578503,95.0664144363453,skin+fat+muscle+bone
1934693877.5510204,1934.6938775510205,0.02,20.0,11.654625398597002,94.65035087088673,skin+fat+muscle+bone
1993877551.0204082,1993.8775510204082,0.02,20.0,12.000103910841691,94.24219311277577,skin+fat+muscle+bone
2053061224.489796,2053.061224489796,0.02,20.0,12.338056300519277,93.84146210678263,skin+fat+muscle+bone
2112244897.9591837,2112.2448979591836,0.02,20.0,12.668919725028598,93.4477196430492,skin+fat+muscle+bone
2171428571.4285717,2171.4285714285716,0.02,20.0,12.993095105077577,93.0605638309919,skin+fat+muscle+bone
2230612244.897959,2230.612244897959,0.02,20.0,13.31095102906359,92.67962518327303,skin+fat+muscle+bone
2289795918.367347,2289.795918367347,0.02,20.0,13.622827145383047,92.30456321373471,skin+fat+muscle+bone
2348979591.836735,2348.979591836735,0.02,20.0,13.92903712121394,91.93506347040412,skin+fat+muscle+bone
