frequency_hz,frequency_mhz,depth_m,depth_mm,path_loss_db,snr_db,tissue_model
395918367.3469388,395.9183673469388,0.030000000000000002,30.000000000000004,0.06322549783956921,107.6334415845836,skin+fat+muscle+bone
455102040.8163265,455.1020408163265,0.030000000000000002,30.000000000000004,1.3956140553871044,106.2432679852555,skin+fat+muscle+bone
514285714.28571427,514.2857142857142,0.030000000000000002,30.000000000000004,2.572111833700872,105.02811919692357,skin+fat+muscle+bone
573469387.755102,573.469387755102,0.030000000000000002,30.000000000000004,3.6286379633901436,103.93498847205557,skin+fat+muscle+bone
632653061.2244898,632.6530612244898,0.030000000000000002,30.000000000000004,4.589368986362924,102.93908882636123,skin+fat+muscle+bone
691836734.6938776,691.8367346938776,0.030000000000000002,30.000000000000004,5.471857327630625,102.02247591907502,skin+fat+muscle+bone
751020408.1632653,751.0204081632653,0.030000000000000002,30.000000000000004,6.289247938679187,101.17174476193827,skin+fat+muscle+bone
810204081.632653,810.204081632653,0.030000000000000002,30.000000000000004,7.051640379962675,100.37661843011085,skin+fat+muscle+bone
869387755.1020408,869.3877551020407,0.030000000000000002,30.000000000000004,7.766962852045884,99.62904495532118,skin+fat+muscle+bone
928571428.5714285,928.5714285714286,0.030000000000000002,30.000000000000004,8.453420789368508,98.9039249612732,skin+fat+muscle+bone
987755102.0408163,987.7551020408163,0.030000000000000002,30.000000000000004,9.144264773060652,98.15167545992769,skin+fat+muscle+bone
1046938775.5102041,1046.938775510204,0.030000000000000002,30.000000000000004,9.803861075519364,97.43065151874896,skin+fat+muscle+bone
1106122448.9795918,1106.1224489795918,0.030000000000000002,30.000000000000004,10.435694535991672,96.7373539971999,skin+fat+muscle+bone
1165306122.4489796,1165.3061224489795,0.030000000000000002,30.000000000000004,11.042701898992089,96.06883489948369,skin+fat+muscle+bone
1224489795.9183674,1224.4897959183675,0.030000000000000002,30.000000000000004,11.627381125295877,95.42258728171281,skin+fat+muscle+bone
1283673469.3877552,1283.6734693877552,0.030000000000000002,30.000000000000004,12.191874734592488,94.79646135451274,skin+fat+muscle+bone
1342857142.857143,1342.857142857143,0.030000000000000002,30.000000000000004,12.738034249394005,94.18859963848594,skin+fat+muscle+bone
1402040816.3265307,1402.0408163265306,0.030000000000000002,30.000000000000004,13.26747066133068,93.59738620392727,skin+fat+muscle+bone
1461224489.7959185,1461.2244897959185,0.030000000000000002,30.000000000000004,13.78159440777541,93.02140647530874,skin+fat+muscle+bone
1520408163.265306,1520.408163265306,0.030000000000000002,30.000000000000004,14.281647371598392,92.45941506637539,skin+fat+muscle+bone
1579591836.7346938,1579.5918367346937,0.030000000000000002,30.000000000000004,14.768728741375202,91.91030979381367,skin+fat+muscle+bone
1638775510.2040815,1638.7755102040815,0.030000000000000002,30.000000000000004,15.24381609377741,91.37311049746108,skin+fat+muscle+bone
1697959183.6734693,1697.9591836734694,0.030000000000000002,30.000000000000004,15.707782719985728,90.84694163789818,skin+fat+muscle+bone
1757142857.142857,1757.142857142857,0.030000000000000002,30.000000000000004,16.161411971713655,90.33101789056445,skin+fat+muscle+bone
1816326530.6122448,1816.3265306122448,0.030000000000000002,30.000000000000004,16.605409221755266,89.82463213764117,skin+fat+muscle+bone
1875510204.0816326,1875.5102040816325,0.030000000000000002,30.000000000000004,17.04041189985757,89.32714539406624,skin+fat+muscle+bone
1934693877.5510204,1934.6938775510205,0.030000000000000002,30.000000000000004,17.466997964085806,88.83797830539791,skin+fat+muscle+bone
1993877551.0204082,1993.8775510204082,0.030000000000000002,30.000000000000004,17.885693091578904,88.35660393203855,skin+fat+muscle+bone
2053061224.489796,2053.061224489796,0.030000000000000002,30.000000000000004,18.296976814241702,87.8825415930602,skin+fat+muscle+bone
2112244897.9591837,2112.2448979591836,0.030000000000000002,30.000000000000004,18.701287779887465,87.41535158819032,skin+fat+muscle+bone
2171428571.4285717,2171.4285714285716,0.030000000000000002,30.000000000000004,19.09902828430416,86.95463065176531,skin+fat+muscle+bone
2230612244.897959,2230.612244897959,0.030000000000000002,30.000000000000004,19.490568192242872,86.50000802009376,skin+fat+muscle+bone
2289795918.367347,2289.795918367347,0.030000000000000002,30.000000000000004,19.876248343627097,86.05114201549065,skin+fat+muscle+bone
2348979591.836735,2348.979591836735,0.030000000000000002,30.000000000000004,20.256383524026788,85.60771706759127,skin+fat+muscle+bone
2408163265.3061223,2408.1632653061224,0.030000000000000002,30.000000000000004,20.64267480818197,85.15534457096709,skin+fat+muscle+bone
2467346938.7755103,2467.3469387755104,0.030000000000000002,30.000000000000004,21.0955608310267,84.61930208782258,skin+fat+muscle+bone
2526530612.244898,2526.530612244898,0.030000000000000002,30.000000000000004,21.544187209937796,84.08710002109086,skin+fat+muscle+bone
2585714285.714286,2585.714285714286,0.030000000000000002,30.000000000000004,21.988791840852862,83.55849786604017,skin+fat+muscle+bone
2644897959.1836734,2644.8979591836733,0.030000000000000002,30.000000000000004,22.429596900848523,83.03327074293202,skin+fat+muscle+bone
2704081632.6530614,2704.081632653061,0.030000000000000002,30.000000000000004,22.866810246797968,82.51120800334903,skin+fat+muscle+bone
2763265306.122449,2763.265306122449,0.030000000000000002,30.000000000000004,23.300626662673107,81.99211198725364,skin+fat+muscle+bone
2822448979.591837,2822.448979591837,0.030000000000000002,30.000000000000004,23.73122897474164,81.47579691160249,skin+fat+muscle+bone
2881632653.0612245,2881.6326530612246,0.030000000000000002,30.000000000000004,24.158789051112855,80.96208787412843,skin+fat+muscle+bone
2940816326.530612,2940.816326530612,0.030000000000000002,30.000000000000004,24.58346869974511,80.450819958234,skin+fat+muscle+bone
3000000000.0,3000.0,0.030000000000000002,30.000000000000004,25.005420477058852,79.94183742690211,skin+fat+muscle+bone
100000000.0,100.0,0.034999999999999996,34.99999999999999,-11.590833947935094,119.4388701145619,skin+fat+muscle+bone
159183673.46938777,159.18367346938777,0.034999999999999996,34.99999999999999,-7.165700839441283,114.83983761164443,skin+fat+muscle+bone
218367346.9387755,218.3673469387755,0.034999999999999996,34.99999999999999,-4.171603561866917,111.72527497507313,skin+fat+muscle+bone
277551020.40816325,277.55102040816325,0.034999999999999996,34.99999999999999,-1.8996396378975438,109.3552200128583,skin+fat+muscle+bone
336734693.877551,336.734693877551,0.034999999999999996,34.99999999999999,-0.05981109689772213,107.42722967478038,skin+fat+muscle+bone
395918367.3469388,395.9183673469388,0.034999999999999996,34.99999999999999,1.493961955588238,105.7894807408127,skin+fat+muscle+bone
455102040.8163265,455.1020408163265,0.034999999999999996,34.99999999999999,2.8443087457817424,104.36928865198972,skin+fat+muscle+bone
514285714.28571427,514.2857142857142,0.034999999999999996,34.99999999999999,4.039463866394609,103.12860065804708,skin+fat+muscle+bone
573469387.755102,573.469387755102,0.034999999999999996,34.99999999999999,5.114353665901629,102.01096740944618,skin+fat+muscle+bone
632653061.2244898,632.6530612244898,0.034999999999999996,34.99999999999999,6.093268018506984,100.99126906923345,skin+fat+muscle+bone
691836734.6938776,691.8367346938776,0.034999999999999996,34.99999999999999,6.993832318440543,100.0513473586289,skin+fat+muscle+bone
751020408.1632653,751.0204081632653,0.034999999999999996,34.99999999999999,7.829240342002675,99.17765474353747,skin+fat+muscle+bone
810204081.632653,810.204081632653,0.034999999999999996,34.99999999999999,8.609625440519526,98.35981631670414,skin+fat+muscle+bone
869387755.1020408,869.3877551020407,0.034999999999999996,34.99999999999999,9.342939914449037,97.58971090391486,skin+fat+muscle+bone
928571428.5714285,928.5714285714286,0.034999999999999996,34.99999999999999,10.048169905201199,96.83907690270689,skin+fat+muscle+bone
987755102.0408163,987.7551020408163,0.034999999999999996,34.99999999999999,10.760366594543028,96.05089903442811,skin+fat+muscle+bone
1046938775.5102041,1046.938775510204,0.034999999999999996,34.99999999999999,11.441329643162597,95.29394444794427,skin+fat+muscle+bone
1106122448.9795918,1106.1224489795918,0.034999999999999996,34.99999999999999,12.094548044012528,94.5647037442256,skin+fat+muscle+bone
1165306122.4489796,1165.3061224489795,0.034999999999999996,34.99999999999999,12.722961817552438,93.86022086924822,skin+fat+muscle+bone
1224489795.9183674,1224.4897959183675,0.034999999999999996,34.99999999999999,13.329071548425468,93.17798245564151,skin+fat+muscle+bone
1283673469.3877552,1283.6734693877552,0.034999999999999996,34.99999999999999,13.91502188816216,92.51583352411353,skin+fat+muscle+bone
1342857142.857143,1342.857142857143,0.034999999999999996,34.99999999999999,14.482666114608737,91.87191234931123,skin+fat+muscle+bone
1402040816.3265307,1402.0408163265306,0.034999999999999996,34.99999999999999,15.033616682939993,91.24459948714474,skin+fat+muscle+bone
1461224489.7959185,1461.2244897959185,0.034999999999999996,34.99999999999999,15.569285265317982,90.6324774212508,skin+fat+muscle+bone
1520408163.265306,1520.408163265306,0.034999999999999996,34.99999999999999,16.09091479817142,90.03429827896335,skin+fat+muscle+bone
1579591836.7346938,1579.5918367346937,0.034999999999999996,34.99999999999999,16.599605378671946,89.44895775409002,skin+fat+muscle+bone
1638775510.2040815,1638.7755102040815,0.034999999999999996,34.99999999999999,17.096335375112645,88.87547385699796,skin+fat+muscle+bone
1697959183.6734693,1697.9591836734694,0.034999999999999996,34.99999999999999,17.58197877514248,88.31296945754806,skin+fat+muscle+bone
1757142857.142857,1757.142857142857,0.034999999999999996,34.99999999999999,18.057319548966117,87.7606578362018,skin+fat+muscle+bone
1816326530.6122448,1816.3265306122448,0.034999999999999996,34.99999999999999,18.52306362353151,87.21783064176218,skin+fat+muscle+bone
1875510204.0816326,1875.5102040816325,0.034999999999999996,34.99999999999999,18.979848929323328,86.68384779006207,skin+fat+muscle+bone
1934693877.5510204,1934.6938775510205,0.034999999999999996,34.99999999999999,19.428253880539852,86.1581289397889,skin+fat+muscle+bone
1993877551.0204082,1993.8775510204082,0.034999999999999996,34.99999999999999,19.8688045730093,85.64014625880532,skin+fat+muscle+bone
2053061224.489796,2053.061224489796,0.034999999999999996,34.99999999999999,20.301980925740718,85.12941825333436,skin+fat+muscle+bone
2112244897.9591837,2112.2448979591836,0.034999999999999996,34.99999999999999,20.728221946890272,84.62550447789627,skin+fat+muscle+bone
2171428571.4285717,2171.4285714285716,0.034999999999999996,34.99999999999999,21.147930269822922,84.1280009792874,skin+fat+muscle+bone
2230612244.897959,2230.612244897959,0.034999999999999996,34.99999999999999,21.561476077428765,83.63653635563949,skin+fat+muscle+bone
2289795918.367347,2289.795918367347,0.034999999999999996,34.99999999999999,21.969200511119176,83.15076833350402,skin+fat+muscle+bone
2348979591.836735,2348.979591836735,0.034999999999999996,34.99999999999999,22.37141864364625,82.67038078332023,skin+fat+muscle+bone
2408163265.3061223,2408.1632653061224,0.034999999999999996,34.99999999999999,22.78156823588185,82.17863514951313,skin+fat+muscle+bone
2467346938.7755103,2467.3469387755104,0.034999999999999996,34.99999999999999,23.26926369459403,81.58839989769336,skin+fat+muscle+bone
2526530612.244898,2526.530612244898,0.034999999999999996,34.99999999999999,23.752844076917942,81.00181196591744,skin+fat+muscle+bone
2585714285.714286,2585.714285714286,0.034999999999999996,34.99999999999999,24.232548657308378,80.4186293523561,skin+fat+muscle+bone
2644897959.1836734,2644.8979591836733,0.034999999999999996,34.99999999999999,24.708601005771804,79.8386256642337,skin+fat+muscle+bone
2704081632.6530614,2704.081632653061,0.034999999999999996,34.99999999999999,25.181210387184393,79.26158872384772,skin+fat+muscle+bone
2763265306.122449,2763.265306122449,0.034999999999999996,34.99999999999999,25.650573009222633,78.6873193253241,skin+fat+muscle+bone
2822448979.591837,2822.448979591837,0.034999999999999996,34.99999999999999,26.116873138161857,78.1156301229317,skin+fat+muscle+bone
2881632653.0612245,2881.6326530612246,0.034999999999999996,34.99999999999999,26.580284099001013,77.54634463456688,skin+fat+muscle+bone
2940816326.530612,2940.816326530612,0.034999999999999996,34.99999999999999,27.040969174030096,76.97929634635074,skin+fat+muscle+bone
3000000000.0,3000.0,0.034999999999999996,34.99999999999999,27.499082411987793,76.41432790624415,skin+fat+muscle+bone
100000000.0,100.0,0.04,40.0,-10.51134868692743,117.9452779621987,skin+fat+muscle+bone
159183673.46938777,159.18367346938777,0.04,40.0,-6.0678350810507595,113.26609373789864,skin+fat+muscle+bone
218367346.9387755,218.3673469387755,0.04,40.0,-3.0601947139970522,110.0988483675164,skin+fat+muscle+bone
277551020.40816325,277.55102040816325,0.04,40.0,-0.7763055764925384,107.6878002126566,skin+fat+muscle+bone
336734693.877551,336.734693877551,0.04,40.0,1.0748354683060475,105.72422564297808,skin+fat+muscle+bone
395918367.3469388,395.9183673469388,0.04,40.0,2.6397016101647024,104.05342053477595,skin+fat+muscle+bone
455102040.8163265,455.1020408163265,0.04,40.0,4.002837951497482,102.60320995645806,skin+fat+muscle+bone
514285714.28571427,514.2857142857142,0.04,40.0,5.213701044418766,101.33698275690472,skin+fat+muscle+bone
573469387.755102,573.469387755102,0.04,40.0,6.304323576351333,100.19484698457093,skin+fat+muscle+bone
632653061.2244898,632.6530612244898,0.04,40.0,7.299014673638183,99.15134994983978,skin+fat+muscle+bone
691836734.6938776,691.8367346938776,0.04,40.0,8.2154122845294,98.1881194359169,skin+fat+muscle+bone
751020408.1632653,751.0204081632653,0.04,40.0,9.066718843987482,97.2914653628708,skin+fat+muscle+bone
810204081.632653,810.204081632653,0.04,40.0,9.863073983549462,96.45091484103155,skin+fat+muscle+bone
869387755.1020408,869.3877551020407,0.04,40.0,10.612434772402437,95.65827749024268,skin+fat+muscle+bone
928571428.5714285,928.5714285714286,0.04,40.0,11.333547407842499,94.88212948187468,skin+fat+muscle+bone
987755102.0408163,987.7551020408163,0.04,40.0,12.060850090855345,94.05802324666266,skin+fat+muscle+bone
1046938775.5102041,1046.938775510204,0.04,40.0,12.756938214573951,93.2651380148737,skin+fat+muscle+bone
1106122448.9795918,1106.1224489795918,0.04,40.0,13.425302309319225,92.49995412898542,skin+fat+muscle+bone
1165306122.4489796,1165.3061224489795,0.04,40.0,14.068883621946481,91.75950747674689,skin+fat+muscle+bone
1224489795.9183674,1224.4897959183675,0.04,40.0,14.690183732560214,91.04127826730436,skin+fat+muscle+bone
1283673469.3877552,1283.6734693877552,0.04,40.0,15.291348113927913,90.34310633144844,skin+fat+muscle+bone
1342857142.857143,1342.857142857143,0.04,40.0,15.874230731820777,89.66312569787061,skin+fat+muscle+bone
1402040816.3265307,1402.0408163265306,0.04,40.0,16.44044462602667,88.99971340809634,skin+fat+muscle+bone
1461224489.7959185,1461.2244897959185,0.04,40.0,16.99140197233414,88.35144900492699,skin+fat+muscle+bone
1520408163.265306,1520.408163265306,0.04,40.0,17.528346146650755,87.71708212928544,skin+fat+muscle+bone
1579591836.7346938,1579.5918367346937,0.04,40.0,18.052377634337333,87.09550635210049,skin+fat+muscle+bone
1638775510.2040815,1638.7755102040815,0.04,40.0,18.564475150516095,86.48573785426896,skin+fat+muscle+bone
1697959183.6734693,1697.9591836734694,0.04,40.0,19.065512996053673,85.88689791493206,skin+fat+muscle+bone
1757142857.142857,1757.142857142857,0.04,40.0,19.55627542686581,85.29819841957328,skin+fat+muscle+bone
1816326530.6122448,1816.3265306122448,0.04,40.0,20.037468632958166,84.71892978361731,skin+fat+muscle+bone
1875510204.0816326,1875.5102040816325,0.04,40.0,20.509730789109938,84.14845082379203,skin+fat+muscle+bone
1934693877.5510204,1934.6938775510205,0.04,40.0,20.973640538193365,83.58618021191398,skin+fat+muscle+bone
1993877551.0204082,1993.8775510204082,0.04,40.0,21.429724191647217,83.03158922330621,skin+fat+muscle+bone
2053061224.489796,2053.061224489796,0.04,40.0,21.878461873122696,82.48419555134265,skin+fat+muscle+bone
2112244897.9591837,2112.2448979591836,0.04,40.0,22.320292786177,81.94355800533633,skin+fat+muscle+bone
2171428571.4285717,2171.4285714285716,0.04,40.0,22.755619751767924,81.4092719445436,skin+fat+muscle+bone
2230612244.897959,2230.612244897959,0.04,40.0,23.18481313376553,80.88096532891936,skin+fat+muscle+bone
2289795918.367347,2289.795918367347,0.04,40.0,23.608214248950894,80.35829528925149,skin+fat+muscle+bone
2348979591.836735,2348.979591836735,0.04,40.0,24.026138340680916,79.84094513678329,skin+fat+muscle+bone
2408163265.3061223,2408.1632653061224,0.04,40.0,24.45349702852444,79.30982636579328,skin+fat+muscle+bone
2467346938.7755103,2467.3469387755104,0.04,40.0,24.96769478047215,78.66539834529824,skin+fat+muscle+bone
2526530612.244898,2526.530612244898,0.04,40.0,25.47790122550971,78.02442454847814,skin+fat+muscle+bone
2585714285.714286,2585.714285714286,0.04,40.0,25.98435696578897,77.38666147640616,skin+fat+muscle+bone
2644897959.1836734,2644.8979591836733,0.04,40.0,26.48728691277167,76.7518812232695,skin+fat+muscle+bone
2704081632.6530614,2704.081632653061,0.04,40.0,26.986901687358905,76.11987008208054,skin+fat+muscle+bone
2763265306.122449,2763.265306122449,0.04,40.0,27.483398868589457,75.49042730112868,skin+fat+muscle+bone
2822448979.591837,2822.448979591837,0.04,40.0,27.976964110169153,74.86336397199504,skin+fat+muscle+bone
2881632653.0612245,2881.6326530612246,0.04,40.0,28.46777214129503,74.23850203273946,skin+fat+muscle+bone
2940816326.530612,2940.816326530612,0.04,40.0,28.955987665895986,73.6156733722016,skin+fat+muscle+bone
3000000000.0,3000.0,0.04,40.0,29.441766172441618,72.99471902332033,skin+fat+muscle+bone
100000000.0,100.0,0.045,45.0,-9.519159533968772,116.5389819178845,skin+fat+muscle+bone
159183673.46938777,159.18367346938777,0.045,45.0,-5.057265430709234,111.77964597220186,skin+fat+muscle+bone
218367346.9387755,218.3673469387755,0.045,45.0,-2.0360819741761915,108.55971786800865,skin+fat+muscle+bone
277551020.40816325,277.55102040816325,0.045,45.0,0.2597323768634645,106.1076765205039,skin+fat+muscle+bone
336734693.877551,336.734693877551,0.045,45.0,2.1221859254608137,104.10851771922479,skin+fat+muscle+bone
395918367.3469388,395.9183673469388,0.045,45.0,3.6981451566921626,102.40465643678819,skin+fat+muscle+bone
455102040.8163265,455.1020408163265,0.045,45.0,5.07407104916422,100.9244273689754,skin+fat+muscle+bone
514285714.28571427,514.2857142857142,0.045,45.0,6.300642114393918,99.63266096381135,skin+fat+muscle+bone
573469387.755102,573.469387755102,0.045,45.0,7.406997378752033,98.46602266774468,skin+fat+muscle+bone
632653061.2244898,632.6530612244898,0.045,45.0,8.417465220720377,97.39872693849513,skin+fat+muscle+bone
691836734.6938776,691.8367346938776,0.045,45.0,9.349696142569254,96.4121876212539,skin+fat+muscle+bone
751020408.1632653,751.0204081632653,0.045,45.0,10.216901237923285,95.49257209025313,skin+fat+muscle+bone
810204081.632653,810.204081632653,0.045,45.0,11.029226418530396,94.62930947340797,skin+fat+muscle+bone
869387755.1020408,869.3877551020407,0.045,45.0,11.794633522306832,93.81414018461949,skin+fat+muscle+bone
928571428.5714285,928.5714285714286,0.045,45.0,12.531628802434797,93.01247816909148,skin+fat+muscle+bone
987755102.0408163,987.7551020408163,0.045,45.0,13.27403747911866,92.1524435669462,skin+fat+muscle+bone
1046938775.5102041,1046.938775510204,0.045,45.0,13.985250677936298,91.32362768985215,skin+fat+muscle+bone
1106122448.9795918,1106.1224489795918,0.045,45.0,14.66876046657692,90.52250062179425,skin+fat+muscle+bone
1165306122.4489796,1165.3061224489795,0.045,45.0,15.327509318291519,89.74609019229456,skin+fat+muscle+bone
1224489795.9183674,1224.4897959183675,0.045,45.0,15.963999808645958,88.99187018701619,skin+fat+muscle+bone
1283673469.3877552,1283.6734693877552,0.045,45.0,16.580378231644666,88.25767524683235,skin+fat+muscle+bone
1342857142.857143,1342.857142857143,0.045,45.0,17.178499240983818,87.54163515447902,skin+fat+muscle+bone
1402040816.3265307,1402.0408163265306,0.045,45.0,17.759976461064348,86.84212343709694,skin+fat+muscle+bone
1461224489.7959185,1461.2244897959185,0.045,45.0,18.326222571301294,86.15771669665219,skin+fat+muscle+bone
1520408163.265306,1520.408163265306,0.045,45.0,18.878481387081088,85.48716208765654,skin+fat+muscle+bone
1579591836.7346938,1579.5918367346937,0.045,45.0,19.417853781953713,84.82935105815997,skin+fat+muscle+bone
1638775510.2040815,1638.7755102040815,0.045,45.0,19.94531881787055,84.18329795958897,skin+fat+muscle+bone
1697959183.6734693,1697.9591836734694,0.045,45.0,20.461751108915863,83.54812248036507,skin+fat+muscle+bone
1757142857.142857,1757.142857142857,0.045,45.0,20.967935196716503,82.92303511099377,skin+fat+muscle+bone
1816326530.6122448,1816.3265306122448,0.045,45.0,21.464577534335824,82.30732503352144,skin+fat+muscle+bone
1875510204.0816326,1875.5102040816325,0.045,45.0,21.95231654084754,81.70034996557101,skin+fat+muscle+bone
1934693877.5510204,1934.6938775510205,0.045,45.0,22.43173108779787,81.10152759208809,skin+fat+muscle+bone
1993877551.0204082,1993.8775510204082,0.045,45.0,22.90334770223614,80.51032829585611,skin+fat+muscle+bone
2053061224.489796,2053.061224489796,0.045,45.0,23.367646712455667,79.92626895739994,skin+fat+muscle+bone
2112244897.9591837,2112.2448979591836,0.045,45.0,23.825067517414727,79.3489076408254,skin+fat+muscle+bone
2171428571.4285717,2171.4285714285716,0.045,45.0,24.276013125663926,78.77783901784882,skin+fat+muscle+bone
2230612244.897959,2230.612244897959,0.045,45.0,24.720854082053293,78.21269041024821,skin+fat+muscle+bone
2289795918.367347,2289.795918367347,0.045,45.0,25.159931878733616,77.65311835304797,skin+fat+muscle+bone
2348979591.836735,2348.979591836735,0.045,45.0,25.593561929666578,77.09880559829537,skin+fat+muscle+bone
2408163265.3061223,2408.1632653061224,0.045,45.0,26.038129713118014,76.52831369012245,skin+fat+muscle+bone
2467346938.7755103,2467.3469387755104,0.045,45.0,26.57882975830126,75.82969290095214,skin+fat+muscle+bone
2526530612.244898,2526.530612244898,0.045,45.0,27.11566226605248,75.13433323908784,skin+fat+muscle+bone
2585714285.714286,2585.714285714286,0.045,45.0,27.648869166220553,74.44198970850522,skin+fat+muscle+bone
2644897959.1836734,2644.8979591836733,0.045,45.0,28.17867671172253,73.75243289035433,skin+fat+muscle+bone
2704081632.6530614,2704.081632653061,0.045,45.0,28.70529687948441,73.06544754836236,skin+fat+muscle+bone
2763265306.122449,2763.265306122449,0.045,45.0,29.22892861990728,72.38083138498226,skin+fat+muscle+bone
2822448979.591837,2822.448979591837,0.045,45.0,29.74975897412744,71.69839392910738,skin+fat+muscle+bone
2881632653.0612245,2881.6326530612246,0.045,45.0,30.26796407554004,71.01795553896103,skin+fat+muscle+bone
2940816326.530612,2940.816326530612,0.045,45.0,30.783710049712877,70.33934650610145,skin+fat+muscle+bone
3000000000.0,3000.0,0.045,45.0,31.29715382484644,69.66240624844548,skin+fat+muscle+bone
100000000.0,100.0,0.049999999999999996,49.99999999999999,-8.59905286638662,115.20476835894681,skin+fat+muscle+bone
159183673.46938777,159.18367346938777,0.049999999999999996,49.99999999999999,-4.118778265744215,110.36528069188158,skin+fat+muscle+bone
218367346.9387755,218.3673469387755,0.049999999999999996,49.99999999999999,-1.0840517197318391,107.09266985387741,skin+fat+muscle+bone
277551020.40816325,277.55102040816325,0.049999999999999996,49.99999999999999,1.2236878448429596,104.5996353137277,skin+fat+muscle+bone
336734693.877551,336.734693877551,0.049999999999999996,49.99999999999999,3.0974538972390744,102.56489228084801,skin+fat+muscle+bone
395918367.3469388,395.9183673469388,0.049999999999999996,49.99999999999999,4.684506217843115,100.82797482417695,skin+fat+muscle+bone
455102040.8163265,455.1020408163265,0.049999999999999996,49.99999999999999,6.073221661454452,99.31772726686924,skin+fat+muscle+bone
514285714.28571427,514.2857142857142,0.049999999999999996,49.99999999999999,7.3155006989925635,98.00042165609449,skin+fat+muscle+bone
573469387.755102,573.469387755102,0.049999999999999996,49.99999999999999,8.437588695776226,96.80928083629495,skin+fat+muscle+bone
632653061.2244898,632.6530612244898,0.049999999999999996,49.99999999999999,9.463833282426068,95.71818641252696,skin+fat+muscle+bone
691836734.6938776,691.8367346938776,0.049999999999999996,49.99999999999999,10.4118975152326,94.70833829196741,skin+fat+muscle+bone
751020408.1632653,751.0204081632653,0.049999999999999996,49.99999999999999,11.295001146482583,93.76576130301196,skin+fat+muscle+bone
810204081.632653,810.204081632653,0.049999999999999996,49.99999999999999,12.123296368134824,92.8797865911609,skin+fat+muscle+bone
869387755.1020408,869.3877551020407,0.049999999999999996,49.99999999999999,12.90474978683472,92.04208536437281,skin+fat+muscle+bone
928571428.5714285,928.5714285714286,0.049999999999999996,49.99999999999999,13.657627711650585,91.21490934168479,skin+fat+muscle+bone
987755102.0408163,987.7551020408163,0.049999999999999996,49.99999999999999,14.415142382005465,90.31894637260626,skin+fat+muscle+bone
1046938775.5102041,1046.938775510204,0.049999999999999996,49.99999999999999,15.141480655922141,89.45419985020709,skin+fat+muscle+bone
1106122448.9795918,1106.1224489795918,0.049999999999999996,49.99999999999999,15.840136138458107,88.61712959997959,skin+fat+muscle+bone
1165306122.4489796,1165.3061224489795,0.049999999999999996,49.99999999999999,16.51405252926005,87.80475539321873,skin+fat+muscle+bone
1224489795.9183674,1224.4897959183675,0.049999999999999996,49.99999999999999,17.165733399355194,87.01454459210453,skin+fat+muscle+bone
1283673469.3877552,1283.6734693877552,0.049999999999999996,49.99999999999999,17.797325863984906,86.24432664759277,skin+fat+muscle+bone
1342857142.857143,1342.857142857143,0.049999999999999996,49.99999999999999,18.41068526477035,85.49222709646392,skin+fat+muscle+bone
1402040816.3265307,1402.0408163265306,0.049999999999999996,49.99999999999999,19.007425810725515,84.75661595147406,skin+fat+muscle+bone
1461224489.7959185,1461.2244897959185,0.049999999999999996,49.99999999999999,19.588960684891944,84.0360668737539,skin+fat+muscle+bone
1520408163.265306,1520.408163265306,0.049999999999999996,49.99999999999999,20.156534142134916,83.32932453140415,skin+fat+muscle+bone
1579591836.7346938,1579.5918367346937,0.049999999999999996,49.99999999999999,20.71124744419359,82.63527824959596,skin+fat+muscle+bone
1638775510.2040815,1638.7755102040815,0.049999999999999996,49.99999999999999,21.254079999848493,81.95294055028549,skin+fat+muscle+bone
1697959183.6734693,1697.9591836734694,0.049999999999999996,49.99999999999999,21.785906736401543,81.28142953117458,skin+fat+muscle+bone
1757142857.142857,1757.142857142857,0.049999999999999996,49.99999999999999,22.307512481190685,80.61995428779075,skin+fat+muscle+bone
1816326530.6122448,1816.3265306122448,0.049999999999999996,49.99999999999999,22.81960395033697,79.96780276880207,skin+fat+muscle+bone
1875510204.0816326,1875.5102040816325,0.049999999999999996,49.99999999999999,23.322819807208642,79.32433159272648,skin+fat+muscle+bone
1934693877.5510204,1934.6938775510205,0.049999999999999996,49.99999999999999,23.817739152025872,78.6889574576387,skin+fat+muscle+bone
1993877551.0204082,1993.8775510204082,0.049999999999999996,49.99999999999999,24.30488872744855,78.0611498537825,skin+fat+muscle+bone
2053061224.489796,2053.061224489796,0.049999999999999996,49.99999999999999,24.784749066412132,77.44042484883373,skin+fat+muscle+bone
2112244897.9591837,2112.2448979591836,0.049999999999999996,49.99999999999999,25.257759763275946,76.82633976169097,skin+fat+muscle+bone
2171428571.4285717,2171.4285714285716,0.049999999999999996,49.99999999999999,25.724324014183424,76.21848857653053,skin+fat+muscle+bone
2230612244.897959,2230.612244897959,0.049999999999999996,49.99999999999999,26.184812544964544,75.61649797695358,skin+fat+muscle+bone
2289795918.367347,2289.795918367347,0.049999999999999996,49.99999999999999,26.639567023139822,75.02002390222094,skin+fat+muscle+bone
2348979591.836735,2348.979591836735,0.049999999999999996,49.99999999999999,27.088903033275738,74.42874854518396,skin+fat+muscle+bone
2408163265.3061223,2408.1632653061224,0.049999999999999996,49.99999999999999,27.550679912335088,73.8188834998281,skin+fat+muscle+bone
2467346938.7755103,2467.3469387755104,0.049999999999999996,49.99999999999999,28.117882250753873,73.06606994198255,skin+fat+muscle+bone
2526530612.244898,2526.530612244898,0.049999999999999996,49.99999999999999,28.68134082121874,72.31632441507404,skin+fat+muscle+bone
